uri,rdfs_label,locn_geometry
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/14,Carril bici 14,"[[-6.36354741626,39.4541219778],[-6.36358829597,39.4541041912],[-6.36361193265,39.4541335181],[-6.36376161877,39.4543314697],[-6.36379068093,39.4543695765],[-6.36417680675,39.4549178034],[-6.3641985643,39.4549501038],[-6.36415802407,39.4549659105]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/15,Carril bici 15,"[[-6.36418210917,39.4550021024],[-6.36422262874,39.4549868437],[-6.36428741401,39.4550872984],[-6.36449076151,39.4554101883],[-6.36461564068,39.4556230556],[-6.36490590731,39.4561518811],[-6.36488973554,39.4561574493]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/16,Carril bici 16,"[[-6.36490912276,39.4561966786],[-6.36492364703,39.4561918373],[-6.3649406829,39.4562221503],[-6.36514343216,39.4566423568],[-6.36534021261,39.4570968099],[-6.36548341593,39.4574645822],[-6.36544478513,39.4574765937]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/17,Carril bici 17,"[[-6.36559522657,39.4580940446],[-6.36568981244,39.4580659485],[-6.36571133528,39.4581486957],[-6.36576773932,39.4583372413],[-6.36570877935,39.4583540019]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/18,Carril bici 18,"[[-6.36572712214,39.4583925312],[-6.3657788838,39.4583791719],[-6.36581494659,39.4585102333],[-6.36593131603,39.4589958231],[-6.36596832343,39.4591205992],[-6.3660244617,39.4592735672],[-6.36608772211,39.4594052448],[-6.36622031429,39.4596257197],[-6.36620201146,39.4596329825],[-6.36619053321,39.4596373837],[-6.36617604142,39.4596373295]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/19,Carril bici 19,"[[-6.36617668311,39.4596765543],[-6.36625857794,39.4596797127],[-6.36630660182,39.4597350236],[-6.3664854286,39.4599342508],[-6.36655442471,39.4599993834],[-6.36662235552,39.4600580453],[-6.36674310754,39.4601533916],[-6.36690297351,39.4602635096],[-6.36698279343,39.4603123429],[-6.36712877724,39.4603948248]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/2,Carril bici 2,"[[-6.37315650427,39.4494109568],[-6.37311178722,39.4494251837],[-6.37310124045,39.4494263555],[-6.37308973763,39.4494260955],[-6.37307432235,39.4494224567],[-6.37306243782,39.4494162341],[-6.3730557943,39.4494102866],[-6.37263932763,39.4486731203],[-6.37263906436,39.4486613239],[-6.37264327874,39.4486526448],[-6.37264961204,39.4486440136],[-6.37265983001,39.4486354702],[-6.37267201235,39.4486310842]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/20,Carril bici 20,"[[-6.39405730554,39.4459576],[-6.39402933433,39.4459399725],[-6.39401853439,39.4459262946],[-6.39401351761,39.4459091817],[-6.39401296909,39.4458954595],[-6.3940171443,39.4458782785],[-6.3940336233,39.4458596094],[-6.39437817409,39.4455218416],[-6.39485809555,39.4450513543],[-6.39522989809,39.4446862834],[-6.39549271961,39.4444281352]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/21,Carril bici 21,"[[-6.39367124401,39.4457227891],[-6.39371182603,39.4457434415],[-6.39373143858,39.4457482685],[-6.39375445425,39.4457471393],[-6.39377693736,39.4457413369],[-6.39379425616,39.445731854],[-6.39384812013,39.4456806897],[-6.39445345044,39.4450846775],[-6.3944633343,39.4450687604],[-6.39446586851,39.4450495449],[-6.39446465113,39.445038863],[-6.39446033094,39.4450301485],[-6.39445238965,39.4450176067],[-6.39444591844,39.4450116419],[-6.39442052387,39.4449962994]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/22,Carril bici 22,"[[-6.39448313409,39.4449345503],[-6.39451227684,39.4449491877],[-6.39453329157,39.4449543202],[-6.39455338991,39.4449555933],[-6.39457648705,39.4449522723],[-6.3945962673,39.4449431187],[-6.39463435255,39.4449075038],[-6.39522211146,39.4443302056]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/23,Carril bici 23,"[[-6.39360970249,39.4457846457],[-6.39364136394,39.4458075658],[-6.3936518413,39.4458204139],[-6.39365860327,39.4458381143],[-6.39365670581,39.4458605561],[-6.39365061605,39.4458722101],[-6.39364359971,39.4458802788],[-6.39347726377,39.446044256],[-6.39322808503,39.446288517],[-6.39302866695,39.4464839319],[-6.39301402965,39.4464919079],[-6.39299892132,39.4464962696],[-6.39297944351,39.4464986531],[-6.39296154769,39.4464965282],[-6.39294334174,39.4464918893],[-6.3929152822,39.446475278]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/24,Carril bici 24,"[[-6.39284975919,39.4465371092],[-6.39287618682,39.4465541539],[-6.39288797663,39.4465683634],[-6.39289425946,39.4465840162],[-6.39289540067,39.4465967333],[-6.39288787562,39.4466224053],[-6.39288269642,39.4466285957],[-6.39278618914,39.4467237718],[-6.39247390231,39.447029761]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/25,Carril bici 25,"[[-6.39399189683,39.4460180317],[-6.39396727313,39.4460054148],[-6.39394771158,39.445999218],[-6.39393362665,39.4459978054],[-6.39392121547,39.4459988982],[-6.39390663433,39.4460013132],[-6.39389555398,39.4460046294],[-6.39387941719,39.4460108483],[-6.3938471039,39.4460433019],[-6.39375059874,39.4461384789],[-6.39326211212,39.4466189439],[-6.39325452543,39.4466305028],[-6.39325087277,39.4466417917],[-6.39325039985,39.4466636989],[-6.39326535114,39.4466892606],[-6.39329432056,39.4467085558]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/26,Carril bici 26,"[[-6.39322943159,39.446770989],[-6.39320176232,39.4467547391],[-6.39318427865,39.4467496856],[-6.39316313061,39.4467481144],[-6.39314539139,39.4467499102],[-6.39312709919,39.4467567576],[-6.39310537871,39.4467705288],[-6.39299268891,39.4468826166],[-6.39285978436,39.4470131021],[-6.39270246328,39.4471682815]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/27,Carril bici 27,"[[-6.40244703212,39.4720855147],[-6.40246867746,39.4720739337],[-6.40248360695,39.4720717997],[-6.40249837332,39.4720740491],[-6.40251363217,39.4720820677],[-6.40255497216,39.4721208312],[-6.40334748738,39.4728809161],[-6.40335269224,39.4728862565]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/28,Carril bici 28,"[[-6.4034940956,39.4728096019],[-6.40350778991,39.4728201148],[-6.40352654,39.4728312779],[-6.40354597337,39.4728395911],[-6.40357555158,39.4728455338],[-6.40359671089,39.4728477972],[-6.40361798001,39.4728471084],[-6.4036419922,39.4728440635],[-6.40366719234,39.4728370161],[-6.40367853512,39.472833151],[-6.40375094751,39.4727902422],[-6.40436941799,39.4724431264],[-6.40453337052,39.4723590446],[-6.40481689262,39.4722164518],[-6.40504802915,39.4721074094],[-6.40520409741,39.4720369976],[-6.40540853609,39.4719470321],[-6.40558156338,39.4718698007],[-6.40575236009,39.4717852016],[-6.40592961273,39.4716941484],[-6.40605713343,39.4716259773],[-6.40637630194,39.471433679],[-6.40643774925,39.471395223],[-6.40648036444,39.4713640242],[-6.40651208295,39.4713263442],[-6.40653898023,39.4712851976],[-6.40655445166,39.4712351588],[-6.40655764227,39.4711992414],[-6.40655563943,39.4711605746],[-6.40654704799,39.4711253539],[-6.40652279221,39.4710787472],[-6.4064978952,39.4710494006],[-6.40638796514,39.4709605746],[-6.40553359488,39.4702947545],[-6.40550279521,39.4702767923],[-6.40547871478,39.4702683029],[-6.40545448163,39.4702639231],[-6.40542512958,39.4702640904],[-6.40539167771,39.4702699243],[-6.40536372544,39.470279994],[-6.40526596956,39.4703416998],[-6.40266768568,39.471954846],[-6.40265921367,39.4719639794],[-6.40265649255,39.4719800963],[-6.40265955642,39.471992778],[-6.40266471958,39.4720060549],[-6.40267245763,39.4720166474],[-6.40268192131,39.4720283753]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/29,Carril bici 29,"[[-6.40232545415,39.4719064331],[-6.40224698346,39.4718298227],[-6.40151866271,39.4711309494],[-6.40139937431,39.4710162196],[-6.40138261369,39.4709997062],[-6.40136826177,39.4709890441],[-6.40135317602,39.4709818126],[-6.40133287078,39.470973681],[-6.40131769763,39.4709687978],[-6.4012917554,39.4709655541],[-6.4012626161,39.4709667827],[-6.40123740348,39.4709710761],[-6.40096732786,39.4710383282]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/3,Carril bici 3,"[[-6.37262094301,39.4485416771],[-6.37259810577,39.4485474282],[-6.37258231229,39.4485484814],[-6.37256975778,39.4485439671],[-6.37256009914,39.448537638],[-6.37255483141,39.4485273344],[-6.37194266034,39.4474463125],[-6.37194164026,39.4474360378],[-6.37194395391,39.447426689],[-6.37195106942,39.4474154791],[-6.37195912099,39.4474078129],[-6.37197433669,39.447400636],[-6.37208395523,39.4473858792],[-6.37311299566,39.4472482705],[-6.37312893872,39.4472472598],[-6.37314358543,39.4472525264],[-6.37315214625,39.4472598491],[-6.3731836659,39.4473145785]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/30,Carril bici 30,"[[-6.40035818388,39.4689717145],[-6.40034436581,39.4689725022],[-6.40032394796,39.468970126],[-6.40030546986,39.4689631319],[-6.40029492679,39.4689519281],[-6.40027484453,39.4688778618],[-6.40025200416,39.4687933775],[-6.40024558548,39.4687663624],[-6.4002438223,39.4687140195],[-6.40025675995,39.4686490496],[-6.40027838152,39.4686001089],[-6.40030865795,39.4685513619],[-6.40034555607,39.4685075614],[-6.40038144898,39.4684782024],[-6.40039493661,39.4684663274],[-6.40045673311,39.4684297472],[-6.4005068854,39.4684067395],[-6.40055903665,39.4683897305],[-6.40061323169,39.4683788731],[-6.40064310956,39.4683740574],[-6.40068550876,39.4683693651],[-6.40077488446,39.468370069],[-6.40091711203,39.4683864115],[-6.40101901699,39.468403223],[-6.40112379962,39.4684261241],[-6.40124677973,39.4684579379],[-6.40162311737,39.4685552918],[-6.40184933579,39.4686189561],[-6.40191079293,39.4686370499],[-6.40218851569,39.4687188143],[-6.40228798388,39.4687495544],[-6.40267367834,39.4688765141],[-6.40282917597,39.4689326355],[-6.40321317458,39.4690760624],[-6.40327163343,39.4690991334],[-6.40335628386,39.469132541],[-6.40418919845,39.4694850217],[-6.40426729974,39.4695215523],[-6.40439816472,39.4695827621],[-6.40476504408,39.4697756017],[-6.40484909584,39.4698257377],[-6.40509797332,39.4699781458],[-6.40521772695,39.470057047],[-6.40523742232,39.4700788743],[-6.4052492328,39.4701016352],[-6.40525111004,39.4701109215],[-6.40525293894,39.4701269442],[-6.40525133024,39.4701430469],[-6.40524566672,39.4701595291],[-6.40523701589,39.4701748478],[-6.40522078534,39.4701929742],[-6.40520020095,39.4702086532]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/31,Carril bici 31,"[[-6.40089389004,39.4708982893],[-6.40087129805,39.4708973139],[-6.40085291251,39.4708918888],[-6.40083626434,39.4708832122],[-6.40082546673,39.4708693391],[-6.40081929894,39.4708450716],[-6.40065158141,39.4702410392],[-6.40065249596,39.4702327553],[-6.40065703832,39.4702247093],[-6.40066328673,39.4702196785],[-6.40066885376,39.4702166693],[-6.4007101164,39.4702037464]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/32,Carril bici 32,"[[-6.40065739392,39.4700775141],[-6.40063580355,39.4700822018],[-6.40062122826,39.4700829725],[-6.40061210556,39.4700783813],[-6.400605054,39.4700724262],[-6.40060156244,39.4700631037],[-6.40035116156,39.4691451699],[-6.40036081549,39.469125028]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/33,Carril bici 33,"[[-6.38880794715,39.4716281938],[-6.3888483367,39.4716016815],[-6.38887252941,39.4715868699],[-6.38889037322,39.47157975],[-6.38891397171,39.471575423],[-6.388931552,39.471575348],[-6.38895004795,39.4715778004],[-6.38899550053,39.4715941768],[-6.39214894488,39.472686872],[-6.39222125496,39.4727104305],[-6.39224445389,39.4727235643],[-6.39227108858,39.4727488398],[-6.3922820099,39.4727688271],[-6.39228602939,39.4727842725],[-6.39228338773,39.4727981973],[-6.39227078661,39.4728298078]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/34,Carril bici 34,"[[-6.37375937419,39.4640326969],[-6.37372881456,39.4640502713],[-6.37374760054,39.4640694979],[-6.37376094698,39.4640896705],[-6.37376678291,39.4641126871],[-6.37376808125,39.4641237675],[-6.37376887519,39.4641400081],[-6.37376434106,39.4641638784],[-6.37375095676,39.4641920925],[-6.37373485094,39.4642120975],[-6.37371608414,39.4642276552],[-6.37367448084,39.4642488076],[-6.37333342612,39.4644307993],[-6.3732935577,39.4644474469],[-6.37326265125,39.4644514097],[-6.373229468,39.4644501113],[-6.37318669312,39.4644406443],[-6.37315044136,39.4644269376],[-6.37311862577,39.4644054438],[-6.37310449237,39.4643914256],[-6.37309897436,39.4643846754],[-6.37306601527,39.4644054185]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/35,Carril bici 35,"[[-6.37410583959,39.4644089096],[-6.37407469536,39.4644259113],[-6.3740643566,39.4644161199],[-6.37404292635,39.4644004373],[-6.37402352802,39.4643898145],[-6.37399479763,39.4643802343],[-6.3739691555,39.4643744843],[-6.37393966815,39.464374288],[-6.37390558709,39.4643780618],[-6.37387846689,39.4643880276],[-6.37387003218,39.4643920675],[-6.37377207623,39.4644451635],[-6.37347233871,39.4646098386],[-6.37345836161,39.4646192819],[-6.37344846276,39.4646307871],[-6.3734403589,39.4646436759],[-6.37342880853,39.4646678689],[-6.3734237747,39.4646889075],[-6.37342405958,39.4647081861],[-6.3734294335,39.4647318103],[-6.37344075143,39.4647558485],[-6.373456825,39.4647796697],[-6.37346198004,39.4647847546],[-6.37342800148,39.4648024562]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/36,Carril bici 36,"[[-6.37335487616,39.4648461082],[-6.37334345434,39.4648335517],[-6.37333493382,39.4648247441],[-6.37331700246,39.4648117001],[-6.37330493028,39.464805893],[-6.37328946494,39.464800701],[-6.37325104222,39.4647928931],[-6.37321628151,39.4647855163],[-6.37318556393,39.4647813247],[-6.37317344239,39.4647807817],[-6.37316217729,39.4647805271],[-6.37315208491,39.464781375],[-6.37314109564,39.4647830098],[-6.37311623157,39.4647891739],[-6.37310460165,39.4647926884],[-6.37309775508,39.4647955203],[-6.37307316966,39.4648081441],[-6.37300024899,39.4648483388],[-6.3727700843,39.4649731233],[-6.37240525425,39.4651725358],[-6.37164577045,39.4655851864],[-6.37162042447,39.4656053281],[-6.37158670718,39.465637877],[-6.37156929279,39.4656630237],[-6.37154941837,39.4657111837],[-6.37154468035,39.4657382649],[-6.3715456258,39.4657695941],[-6.3715460037,39.4657800021],[-6.37155418364,39.4658115286],[-6.37156425733,39.46583422],[-6.3715919849,39.4658809849]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/37,Carril bici 37,"[[-6.37021864565,39.4663617319],[-6.37031800015,39.4663074849],[-6.37118346207,39.4658377379],[-6.37128561907,39.4657835933],[-6.3712970535,39.4657782024],[-6.37131089659,39.4657733368],[-6.37132467769,39.4657701176],[-6.37134265179,39.4657684056],[-6.37135994846,39.4657685614],[-6.37137782515,39.4657694365],[-6.37139529229,39.4657731272],[-6.37141776492,39.4657809328],[-6.37143811673,39.4657966939],[-6.37145068913,39.4658094543],[-6.3715073202,39.4659047175],[-6.37155627867,39.465978739]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/38,Carril bici 38,"[[-6.37167466497,39.4661719597],[-6.37175493009,39.4663059299],[-6.37177145638,39.4663403295],[-6.37177597098,39.4663599551],[-6.37177956608,39.466382942],[-6.37178039967,39.4663950286],[-6.37177744406,39.4664375854],[-6.37177431116,39.4664523494],[-6.37177057463,39.4664647169],[-6.37176360897,39.4664812389],[-6.37175779267,39.4664935594],[-6.37173595113,39.4665320116],[-6.37172325439,39.4665533234],[-6.3715344423,39.4668713043],[-6.37151945749,39.4668980984],[-6.37149947433,39.4669391388],[-6.37149586494,39.4669481271],[-6.37148033828,39.4669871737],[-6.37147714655,39.4670028395],[-6.37146654222,39.4670434807],[-6.37146448417,39.4670586533],[-6.37146078744,39.4670858078],[-6.37145939945,39.4671307372],[-6.37146165107,39.467175749],[-6.37146836142,39.467215212],[-6.3715336299,39.4674393092],[-6.37159290992,39.4676284096]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/39,Carril bici 39,"[[-6.38289201973,39.4522315232],[-6.3829061009,39.4522283093],[-6.38293552813,39.4522772285],[-6.3829597894,39.4523020207],[-6.38303453522,39.4523564329],[-6.38307619472,39.4523844389],[-6.38311182407,39.4524116057],[-6.38313074956,39.4524309813],[-6.38316743772,39.4524865962],[-6.3831796714,39.4525144721],[-6.38318505263,39.4525409578],[-6.38318314382,39.452563936],[-6.38317471548,39.4526025869],[-6.3831723358,39.4526256023],[-6.38319274177,39.4526641962],[-6.38322032349,39.4527137799],[-6.38361212855,39.4533990061],[-6.38363223172,39.4534375931],[-6.38363980127,39.4534704838],[-6.38363929126,39.4535246138],[-6.3836383171,39.4535587246],[-6.38364323899,39.4535862514],[-6.38365041291,39.4536074222],[-6.38373833246,39.4538409151],[-6.38379027144,39.4540005144],[-6.38381782734,39.4541075345],[-6.38387850485,39.454345556],[-6.38392392168,39.4546173962],[-6.38395053656,39.4548569241],[-6.38398948,39.455245516],[-6.38401176179,39.4554305694],[-6.38402160026,39.4555082367],[-6.38406406163,39.4557944394],[-6.38410692299,39.4560832018],[-6.38411284962,39.4561113476],[-6.38412269346,39.4561240452],[-6.38413284562,39.4561285109],[-6.38414915979,39.4561305258],[-6.38416747849,39.4561276426],[-6.38418316478,39.4561221107],[-6.3841990008,39.4561125804],[-6.38421531626,39.4560983529],[-6.38422789197,39.4560786272],[-6.38423402883,39.4560606397],[-6.38423724637,39.4560557687],[-6.38424249862,39.4560532976],[-6.38424836618,39.4560506048],[-6.38425353034,39.4560504857]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/4,Carril bici 4,"[[-6.37330029533,39.4472771814],[-6.37329056616,39.4472539288],[-6.37329073958,39.4472468459],[-6.37329540302,39.4472363862],[-6.37330274316,39.4472284045],[-6.37331325153,39.447222106],[-6.37332905515,39.4472192399],[-6.37397358662,39.4471323021]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/40,Carril bici 40,"[[-6.38440910454,39.4560704543],[-6.38444378971,39.4560751358],[-6.38443430206,39.4561339735],[-6.38437766721,39.456446057],[-6.38436894162,39.4564891738],[-6.38435063312,39.4565687434],[-6.38432473662,39.456664556],[-6.38430948716,39.45673136],[-6.3842921963,39.4568384888],[-6.38427809435,39.4569723757],[-6.38427502451,39.4570827082],[-6.38428067718,39.4571870578],[-6.38428661616,39.4572695806],[-6.38432213362,39.4575118834],[-6.38435833405,39.4577508029],[-6.38448344847,39.4585766353],[-6.38475662167,39.4603512036],[-6.38476358716,39.460424569],[-6.38476011117,39.4604937051],[-6.38475090358,39.46054505],[-6.38473234608,39.4605969569],[-6.38471310108,39.4606518974],[-6.3847075566,39.4606783726],[-6.38470754155,39.460703089],[-6.38472057331,39.4607735308],[-6.3847640213,39.4608291207],[-6.38480233246,39.4608678818],[-6.38482672961,39.4608864792],[-6.38486773248,39.4609019965]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/41,Carril bici 41,"[[-6.39375229489,39.4688939422],[-6.39371603924,39.4689218477]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/42,Carril bici 42,"[[-6.39362467411,39.4689938433],[-6.3936012714,39.4690120157],[-6.3935961424,39.4690192989],[-6.39359548048,39.4690463212]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/43,Carril bici 43,"[[-6.38277644723,39.4523034049],[-6.38275174377,39.4523120723]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/44,Carril bici 44,"[[-6.39397171892,39.4698660847],[-6.39412135891,39.4698422518],[-6.39419140161,39.4698302282],[-6.3942250268,39.4698260388],[-6.39427073763,39.4698254159],[-6.39429513938,39.469826375],[-6.39433834292,39.4698359946],[-6.39436562226,39.4698452571],[-6.39439851005,39.4698608245],[-6.39442445127,39.469877472],[-6.39445080041,39.4698974243],[-6.3944706109,39.4699217613],[-6.39455929419,39.4700731977],[-6.3946781714,39.4703037573],[-6.39472789162,39.4704112717],[-6.3948805463,39.4707936593],[-6.39492599633,39.470934269],[-6.3949512963,39.4710209917],[-6.3950003693,39.4712054886],[-6.39500719372,39.4712341247],[-6.39503570602,39.471366204],[-6.39505677443,39.4714768424],[-6.3950861339,39.4716791444],[-6.39509832208,39.4717836987],[-6.39518922697,39.4722797905],[-6.395207559,39.4723864834],[-6.39522985827,39.4725719469],[-6.39526586062,39.4729143601],[-6.3952732067,39.4729698672],[-6.39528973114,39.4730778363],[-6.39530556937,39.4731550465],[-6.39534081526,39.4732956388],[-6.39534628129,39.4733200073],[-6.39534547281,39.4733476484],[-6.39534479703,39.4733657588],[-6.39533965022,39.4733816505],[-6.39533198019,39.473400075],[-6.39532678565,39.4734253815],[-6.39532418068,39.4734545124],[-6.39533037734,39.4734918442],[-6.39533527566,39.4735070194],[-6.39551700998,39.4737683013],[-6.39552320068,39.4737813869],[-6.39552296373,39.4737877373],[-6.39552390997,39.4738030594],[-6.39552321171,39.4738136366],[-6.39550687735,39.4738433803],[-6.3954985702,39.473866675],[-6.39549861823,39.4738938645],[-6.39552417919,39.4739492262],[-6.39555332453,39.4739939576],[-6.39564547504,39.47408924],[-6.39578885614,39.4742049144],[-6.39593250537,39.4742991735],[-6.39614210014,39.4744237157],[-6.39630602102,39.4745015388],[-6.39646896386,39.4745628619],[-6.39666618805,39.4746167138],[-6.39682899086,39.4746533165],[-6.39700506716,39.4746932737],[-6.39720417635,39.4747393399],[-6.39723848176,39.4747454636],[-6.39727240983,39.4747474593],[-6.39743487924,39.4747502741],[-6.39759583287,39.4747509951],[-6.39776239564,39.4747580206],[-6.39821015364,39.4747859069],[-6.39842249739,39.4747986643],[-6.39857121856,39.4748078786],[-6.39891345992,39.4748294629],[-6.39914879657,39.4748443814],[-6.39928453393,39.4748532307],[-6.39935687136,39.4748673256],[-6.39942886705,39.4748905934],[-6.39951167997,39.4749331704],[-6.39959250825,39.474987162],[-6.3997278494,39.4750821091],[-6.39980209245,39.4751335401],[-6.39984174111,39.4751752435],[-6.39986956648,39.4752199864],[-6.39988050191,39.4752508238],[-6.39988656604,39.4753069169],[-6.39988745329,39.4753296695],[-6.39989198104,39.4753863293],[-6.39990074176,39.4754119482],[-6.39992211151,39.4754413803],[-6.39994264465,39.4754606715],[-6.39997681953,39.4754805034],[-6.40001534832,39.4754920001],[-6.4000517726,39.4755003478],[-6.40008458851,39.4755159121],[-6.40010897758,39.4755376435],[-6.40012008631,39.4755654336],[-6.40011979719,39.4755731952],[-6.40011134623,39.4755963105],[-6.40008474656,39.4756200745],[-6.40004968885,39.4756402405],[-6.40002208662,39.4756558654],[-6.39983814057,39.4757440845],[-6.39980353664,39.475762635],[-6.39977344622,39.4757798519],[-6.39972779419,39.4758073135],[-6.39971930594,39.4758151271],[-6.399709394,39.4758285584],[-6.39970888912,39.4758339612]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/45,Carril bici 45,"[[-6.36810447855,39.4938745779],[-6.36804132993,39.4938298935],[-6.3679974393,39.4937959438],[-6.3679499998,39.4937433763],[-6.36792245793,39.4936986745],[-6.36790639567,39.493659588],[-6.36789756518,39.4936260206],[-6.36789702841,39.4935979963],[-6.36789555395,39.4935666553],[-6.36789149901,39.4935233802],[-6.36787732483,39.4934765095],[-6.36786162276,39.4934419626],[-6.36785736918,39.4934138541],[-6.36785831373,39.4933747409],[-6.36786505241,39.4933369948],[-6.36806296422,39.4931027901]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/46,Carril bici 46,"[[-6.36810302329,39.4930460963],[-6.36811798146,39.4930254113],[-6.36814365829,39.4929968038],[-6.36816155624,39.4929812022],[-6.36818837021,39.492970746],[-6.36821768415,39.4929664666],[-6.36824319741,39.4929663383],[-6.36833329314,39.4929688497]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/47,Carril bici 47,"[[-6.36829773485,39.4929010705],[-6.36830564985,39.4928884795],[-6.36827224228,39.492872481],[-6.36825743423,39.4928564918],[-6.36824860663,39.4928369305],[-6.36824772727,39.4928219245],[-6.36826685786,39.4927673166],[-6.36830529857,39.4926690266],[-6.36834830066,39.4925317045],[-6.36836672943,39.492453735],[-6.36838304541,39.4923451125],[-6.36841518863,39.4917545798],[-6.3684265816,39.4915044022],[-6.36843936573,39.4912343867]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/48,Carril bici 48,"[[-6.36844318966,39.4911732703],[-6.36845475325,39.491138414],[-6.36848297352,39.4911148073],[-6.36849701711,39.491104768],[-6.36852008297,39.4910970515],[-6.36854259699,39.4910959136],[-6.36856901979,39.4910958058],[-6.36859356892,39.4910970679],[-6.36863093377,39.4911047406]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/49,Carril bici 49,"[[-6.35477791991,39.4926301162],[-6.3547924123,39.4926414761],[-6.35480241213,39.4926477567],[-6.35481044866,39.492650899],[-6.35481908688,39.4926519027],[-6.35482704687,39.4926524874],[-6.35483675592,39.4926527085],[-6.35484871885,39.4926529808],[-6.35486053389,39.4926525772],[-6.35487076817,39.4926526757],[-6.35488395492,39.4926527069],[-6.3548962748,39.4926527183],[-6.35491245991,39.4926514726],[-6.35493670185,39.4926482581],[-6.35495636457,39.4926422492],[-6.35496487517,39.492637466],[-6.3549746147,39.4926323072],[-6.35499624656,39.4926227449],[-6.35505991094,39.4925833794],[-6.35515397239,39.4925187823],[-6.35520744707,39.4924801816],[-6.35531503827,39.4923965899],[-6.35540882387,39.4923211218],[-6.35549525419,39.4922474933],[-6.35571092532,39.4920613446],[-6.3558223074,39.4919574553],[-6.35585446201,39.491924021],[-6.35586114144,39.4919080316],[-6.35586292055,39.4918931413],[-6.35585939792,39.4918747759],[-6.35585601656,39.4918586921],[-6.35585500639,39.4918441418],[-6.35585446015,39.4918265084],[-6.35585543351,39.4918099856],[-6.35585654475,39.4917989809],[-6.3558553972,39.4917926327],[-6.35585016,39.4917843083],[-6.35584426513,39.4917796008],[-6.35578261771,39.4917422076]]"
